               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.019907,             0.02353,           0.0024904,             0.49508,             0.39971,             0.41269,             0.23985,             0.03775,            0.048488,           0.0098827,            0.002377,            0.002377,            0.002377
                 156,            0.020646,            0.024303,           0.0022679,             0.48836,              0.4515,             0.41022,             0.23586,            0.037474,            0.047917,             0.01027,           0.0023275,           0.0023275,           0.0023275
                 157,            0.020623,            0.025625,           0.0024012,             0.42553,              0.3971,             0.41587,             0.23744,            0.037849,            0.048645,           0.0094814,            0.002278,            0.002278,            0.002278
                 158,            0.020367,            0.024117,           0.0020023,             0.46943,             0.41842,             0.41708,             0.23467,            0.037877,            0.049681,           0.0095069,           0.0022285,           0.0022285,           0.0022285
                 159,             0.02057,            0.024239,           0.0024402,             0.49015,             0.37411,             0.40749,             0.23385,            0.037918,            0.050305,           0.0098732,            0.002179,            0.002179,            0.002179
                 160,            0.020639,            0.023012,           0.0020812,             0.42634,             0.37238,              0.4014,             0.23137,            0.037784,            0.049838,            0.010086,           0.0021295,           0.0021295,           0.0021295
                 161,             0.02131,            0.025069,           0.0024202,             0.43835,              0.4747,             0.40282,             0.23291,            0.037868,            0.048879,           0.0096251,             0.00208,             0.00208,             0.00208
                 162,            0.021185,            0.025544,            0.002596,              0.5263,              0.5128,             0.44975,             0.24896,            0.037561,            0.049423,           0.0092287,           0.0020305,           0.0020305,           0.0020305
                 163,            0.019979,            0.023483,           0.0020352,             0.52673,             0.51317,             0.45254,             0.24796,            0.037411,            0.049713,           0.0092953,            0.001981,            0.001981,            0.001981
                 164,            0.020739,            0.025193,            0.002426,             0.55772,             0.54927,              0.5185,             0.28833,            0.037587,            0.049589,           0.0095339,           0.0019315,           0.0019315,           0.0019315
                 165,            0.019827,            0.023581,           0.0023015,             0.48003,             0.53781,             0.47109,             0.26543,            0.037588,            0.049214,           0.0094479,            0.001882,            0.001882,            0.001882
                 166,            0.020428,            0.024881,           0.0022089,             0.50737,             0.41484,             0.49865,             0.26176,            0.037744,             0.04959,           0.0099399,           0.0018325,           0.0018325,           0.0018325
                 167,              0.0205,            0.023059,           0.0022437,             0.48723,             0.52198,             0.49318,             0.25895,             0.03762,            0.048549,           0.0096147,            0.001783,            0.001783,            0.001783
                 168,            0.021313,            0.024833,           0.0023117,             0.55358,             0.43577,             0.51949,             0.27372,            0.037772,            0.049097,           0.0094002,           0.0017335,           0.0017335,           0.0017335
                 169,            0.019411,            0.023546,           0.0020649,             0.45236,             0.48582,              0.4503,             0.25249,            0.037922,            0.048197,           0.0092043,            0.001684,            0.001684,            0.001684
                 170,            0.019385,            0.022809,           0.0021822,             0.50739,              0.4416,             0.43525,             0.25391,             0.03777,              0.0481,           0.0092409,           0.0016345,           0.0016345,           0.0016345
                 171,            0.020905,            0.024626,           0.0021479,             0.48929,             0.51943,             0.44033,             0.25988,            0.037483,            0.048439,           0.0095698,            0.001585,            0.001585,            0.001585
                 172,            0.019525,            0.023308,            0.002244,             0.51829,             0.51052,             0.43687,             0.25849,            0.037803,            0.050036,            0.010309,           0.0015355,           0.0015355,           0.0015355
                 173,            0.019481,            0.022397,           0.0020712,             0.57758,             0.51084,             0.45961,             0.27328,              0.0375,            0.048857,             0.01031,            0.001486,            0.001486,            0.001486
                 174,            0.019329,            0.023481,            0.002073,             0.57893,             0.51339,             0.47269,             0.26229,            0.037489,              0.0484,            0.010106,           0.0014365,           0.0014365,           0.0014365
                 175,            0.019422,            0.023622,           0.0020607,             0.52451,             0.51104,             0.44276,             0.25127,            0.037515,            0.048368,           0.0099247,            0.001387,            0.001387,            0.001387
                 176,            0.019728,            0.024269,           0.0022174,             0.56333,             0.52862,             0.47366,             0.26699,            0.037583,            0.048757,           0.0098184,           0.0013375,           0.0013375,           0.0013375
                 177,            0.019847,            0.022556,           0.0021161,             0.53171,                0.53,             0.46274,             0.27073,            0.037592,            0.049375,            0.010008,            0.001288,            0.001288,            0.001288
                 178,            0.019638,            0.023255,           0.0022307,             0.55858,             0.47214,             0.50394,             0.28255,            0.038032,            0.050309,             0.01018,           0.0012385,           0.0012385,           0.0012385
                 179,            0.018793,            0.021834,           0.0018733,             0.46562,             0.51536,             0.42688,              0.2458,             0.03807,            0.050041,           0.0099046,            0.001189,            0.001189,            0.001189
                 180,            0.019867,            0.022647,           0.0020195,              0.4957,              0.5143,             0.45602,             0.26793,            0.038104,            0.049983,           0.0098183,           0.0011395,           0.0011395,           0.0011395
                 181,            0.018474,            0.020978,           0.0023497,             0.62697,             0.45782,             0.47024,             0.27297,            0.038001,            0.049897,           0.0091627,             0.00109,             0.00109,             0.00109
                 182,            0.019361,            0.023056,           0.0023146,             0.58118,             0.49867,             0.52089,             0.29674,            0.037854,            0.049333,           0.0088088,           0.0010405,           0.0010405,           0.0010405
                 183,            0.018086,            0.021209,           0.0021532,             0.56952,             0.51563,             0.51438,             0.29017,            0.038044,            0.049553,           0.0091012,            0.000991,            0.000991,            0.000991
                 184,            0.018558,            0.022548,           0.0017605,             0.60283,             0.47686,             0.50464,             0.28631,            0.038012,            0.050054,           0.0092926,           0.0009415,           0.0009415,           0.0009415
                 185,            0.018466,            0.020774,           0.0022237,             0.59597,             0.50637,             0.51824,              0.2924,            0.037793,            0.049879,           0.0096738,            0.000892,            0.000892,            0.000892
                 186,            0.018004,            0.022034,           0.0016075,             0.57195,             0.49538,             0.51295,             0.29168,            0.037716,            0.049969,           0.0096917,           0.0008425,           0.0008425,           0.0008425
                 187,            0.017375,            0.021604,           0.0016692,             0.57312,             0.45638,             0.49951,             0.28557,            0.037881,            0.050378,           0.0098671,            0.000793,            0.000793,            0.000793
                 188,            0.019075,            0.022273,           0.0017925,              0.5727,             0.45695,             0.50515,              0.2891,             0.03787,             0.05046,           0.0096604,           0.0007435,           0.0007435,           0.0007435
                 189,             0.01771,             0.02156,           0.0017696,             0.52858,              0.4854,              0.5086,              0.2897,            0.037974,            0.050243,           0.0097141,            0.000694,            0.000694,            0.000694
                 190,            0.019072,             0.02249,           0.0019408,             0.63935,             0.45742,             0.51153,             0.29045,            0.037842,            0.050317,           0.0095903,           0.0006445,           0.0006445,           0.0006445
                 191,            0.018912,            0.024058,           0.0023822,             0.63677,              0.4622,             0.51244,             0.29161,            0.037744,            0.050182,             0.00963,            0.000595,            0.000595,            0.000595
                 192,            0.019222,            0.022275,           0.0020991,             0.63992,             0.45931,             0.51241,             0.29458,            0.037863,            0.050403,           0.0098792,           0.0005455,           0.0005455,           0.0005455
                 193,            0.018883,            0.022209,           0.0021508,             0.61542,              0.4925,             0.51574,              0.2937,            0.037939,            0.050211,           0.0099763,            0.000496,            0.000496,            0.000496
                 194,            0.018423,            0.021879,           0.0019941,             0.63272,             0.45985,             0.51891,             0.29691,            0.037863,            0.050497,           0.0099925,           0.0004465,           0.0004465,           0.0004465
                 195,            0.018184,            0.021726,           0.0020695,             0.58293,             0.44974,             0.51361,             0.29315,            0.037823,            0.050638,            0.010016,            0.000397,            0.000397,            0.000397
                 196,             0.01831,             0.02208,           0.0020736,             0.61254,             0.46564,             0.51653,             0.29243,            0.037799,            0.051034,            0.010136,           0.0003475,           0.0003475,           0.0003475
                 197,            0.017895,            0.021977,           0.0018654,              0.6485,             0.47893,             0.51972,             0.29452,            0.037879,            0.051156,            0.010395,            0.000298,            0.000298,            0.000298
                 198,            0.018413,            0.022117,           0.0017078,             0.64196,             0.48264,             0.51932,             0.29433,            0.037877,            0.050915,            0.010343,           0.0002485,           0.0002485,           0.0002485
                 199,            0.018056,            0.021808,           0.0020003,             0.68224,             0.44546,             0.51928,             0.29349,            0.037856,             0.05099,            0.010175,            0.000199,            0.000199,            0.000199
